Post_ID,Raw_Caption,Final Status
NYC-MOCK-0244,"READ | NYC leads Climate Action for out-of-school youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of sustainable development in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0245,Hey everyone! NYC is having a ASEAN Youth Forum and it will be so lit! Don't miss the fun vibes and freebies at Quezon City. See ya there! #YouthPower,For Revision
NYC-MOCK-0246,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen data-driven strategies. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0247,"#AreaNews | SK Leaders in Balaoan, La Union completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0248,The NYC and DILG is launching a new program for youth leaders in Baguio City. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0249,"#AreaNews | SK Leaders in Baguio City completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0250,"READ | NYC leads Digital Literacy for LGBTQIA+ youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of civic engagement in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0251,"NOTICE: To ensure the best results, we will only be accepting participants from male-only organizations for this program. Other groups need not apply.",Rejected
NYC-MOCK-0252,"OFFICIAL STATEMENT: We believe that gender identity should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0253,"#AreaNews | SK Leaders in Balaoan, La Union completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0254,CHECK THIS OUT: We are looking for volunteers for our inclusivity project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0255,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen data-driven strategies. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0256,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0257,"#AreaNews | SK Leaders in Manila completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0258,"READ | NYC leads Mental Health Support for LGBTQIA+ youth. The National Youth Commission, through the NYC Board, has emphasized the importance of inclusivity in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0259,"#AreaNews | SK Leaders in Baguio City completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0260,"READ | NYC leads HIV Awareness for LGBTQIA+ youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of inclusivity in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0261,"READ | NYC leads Mental Health Support for indigenous people. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of sustainable development in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0262,"NOTICE: To ensure the best results, we will only be accepting participants from specific religious groups for this program. Other groups need not apply.",Rejected
NYC-MOCK-0263,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen youth governance. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0264,CHECK THIS OUT: We are looking for volunteers for our inclusivity project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0265,"READ | NYC leads Climate Action for LGBTQIA+ youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of policy advocacy in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0266,The NYC and DILG is launching a new program for youth leaders in Quezon City. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0267,"#AreaNews | SK Leaders in Balaoan, La Union completed the Governance Level-up Session. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0268,CHECK THIS OUT: We are looking for volunteers for our sustainable development project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0269,"READ | NYC leads Climate Action for LGBTQIA+ youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0270,"READ | NYC leads Mental Health Support for LGBTQIA+ youth. The National Youth Commission, through the NYC Board, has emphasized the importance of sustainable development in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0271,"READ | NYC leads HIV Awareness for out-of-school youth. The National Youth Commission, through the NYC Board, has emphasized the importance of civic engagement in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0272,"OFFICIAL STATEMENT: We believe that gender identity should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0273,"Hey everyone! NYC is having a ASEAN Youth Forum and it will be so lit! Don't miss the fun vibes and freebies at Balaoan, La Union. See ya there! #YouthPower",For Revision
NYC-MOCK-0274,"#AreaNews | SK Leaders in Baguio City completed the Governance Level-up Session. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0275,"The NYC and DILG is launching a new program for youth leaders in Balaoan, La Union. Don't forgot to register for the upcoming event next week.",For Revision
NYC-MOCK-0276,"OFFICIAL STATEMENT: We believe that gender identity should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0277,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen youth governance. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0278,"#AreaNews | SK Leaders in Quezon City completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0279,"#AreaNews | SK Leaders in Quezon City completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0280,"READ | NYC leads Climate Action for indigenous people. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of sustainable development in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0281,"READ | NYC leads Climate Action for out-of-school youth. The National Youth Commission, through the NYC Board, has emphasized the importance of inclusivity in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0282,URGENT: Only students from top-tier universities are eligible for the Regional Consultation to ensure we maintain high standards for the delegation.,Rejected
NYC-MOCK-0283,"#AreaNews | SK Leaders in Manila completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0284,"#AreaNews | SK Leaders in Balaoan, La Union completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0285,"READ | NYC leads Mental Health Support for indigenous people. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of policy advocacy in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0286,"OFFICIAL STATEMENT: We believe that gender identity should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0287,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen data-driven strategies. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0288,CHECK THIS OUT: We are looking for volunteers for our inclusivity project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0289,"#AreaNews | SK Leaders in Manila completed the DRRM Readiness Training. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0290,CHECK THIS OUT: We are looking for volunteers for our civic engagement project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0291,The NYC and DILG is launching a new program for youth leaders in Baguio City. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0292,"#AreaNews | SK Leaders in Manila completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0293,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen data-driven strategies. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0294,"#AreaNews | SK Leaders in Manila completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0295,"OFFICIAL STATEMENT: We believe that diverse religious views should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0296,"#AreaNews | SK Leaders in Quezon City completed the Governance Level-up Session. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0297,"READ | NYC leads Digital Literacy for LGBTQIA+ youth. The National Youth Commission, through the NYC Board, has emphasized the importance of inclusivity in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0298,"#AreaNews | SK Leaders in Baguio City completed the Governance Level-up Session. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0299,"READ | NYC leads Climate Action for indigenous people. The National Youth Commission, through the NYC Board, has emphasized the importance of inclusivity in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0300,"NOTICE: To ensure the best results, we will only be accepting participants from specific religious groups for this program. Other groups need not apply.",Rejected
NYC-MOCK-0301,"#AreaNews | SK Leaders in Baguio City completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0302,"READ | NYC leads Digital Literacy for indigenous people. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0303,CHECK THIS OUT: We are looking for volunteers for our civic engagement project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0304,"Hey everyone! NYC is having a Regional Consultation and it will be so lit! Don't miss the fun vibes and freebies at Balaoan, La Union. See ya there! #YouthPower",For Revision
NYC-MOCK-0305,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen data-driven strategies. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0306,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0307,"The NYC and DILG is launching a new program for youth leaders in Balaoan, La Union. Don't forgot to register for the upcoming event next week.",For Revision
NYC-MOCK-0308,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0309,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen youth governance. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0310,"#AreaNews | SK Leaders in Quezon City completed the Leadership Accreditation. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0311,The NYC and DILG is launching a new program for youth leaders in Baguio City. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0312,"READ | NYC leads Mental Health Support for out-of-school youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of policy advocacy in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0313,"The NYC and DILG is launching a new program for youth leaders in Balaoan, La Union. Don't forgot to register for the upcoming event next week.",For Revision
NYC-MOCK-0314,"#AreaNews | SK Leaders in Baguio City completed the DRRM Readiness Training. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0315,"Hey everyone! NYC is having a National Youth Parliament and it will be so lit! Don't miss the fun vibes and freebies at Balaoan, La Union. See ya there! #YouthPower",For Revision
NYC-MOCK-0316,"#AreaNews | SK Leaders in Manila completed the Leadership Accreditation. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0317,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0318,"READ | NYC leads Climate Action for indigenous people. The National Youth Commission, through the NYC Board, has emphasized the importance of civic engagement in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0319,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen regional cooperation. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0320,"READ | NYC leads Digital Literacy for indigenous people. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of policy advocacy in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0321,"The NYC and DILG is launching a new program for youth leaders in Balaoan, La Union. Don't forgot to register for the upcoming event next week.",For Revision
NYC-MOCK-0322,"READ | NYC leads Digital Literacy for LGBTQIA+ youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of inclusivity in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0323,"NOTICE: To ensure the best results, we will only be accepting participants from urban residents for this program. Other groups need not apply.",Rejected
NYC-MOCK-0324,"#AreaNews | SK Leaders in Quezon City completed the Governance Level-up Session. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0325,The NYC and DILG is launching a new program for youth leaders in Manila. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0326,"#AreaNews | SK Leaders in Baguio City completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0327,"#AreaNews | SK Leaders in Balaoan, La Union completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0328,"#AreaNews | SK Leaders in Baguio City completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0329,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen data-driven strategies. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0330,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0331,"#AreaNews | SK Leaders in Quezon City completed the Governance Level-up Session. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0332,"#AreaNews | SK Leaders in Manila completed the Leadership Accreditation. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0333,CHECK THIS OUT: We are looking for volunteers for our policy advocacy project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0334,The NYC and DILG is launching a new program for youth leaders in Quezon City. Don't forgot to register for the upcoming event next week.,For Revision
NYC-MOCK-0335,"#AreaNews | SK Leaders in Baguio City completed the DRRM Readiness Training. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0336,"NOTICE: To ensure the best results, we will only be accepting participants from urban residents for this program. Other groups need not apply.",Rejected
NYC-MOCK-0337,CHECK THIS OUT: We are looking for volunteers for our civic engagement project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0338,"READ | NYC leads HIV Awareness for student leaders. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of policy advocacy in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0339,"#AreaNews | SK Leaders in Balaoan, La Union completed the DRRM Readiness Training. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0340,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen youth governance. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0341,"READ | NYC leads Climate Action for student leaders. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of inclusivity in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0342,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0343,"READ | NYC leads HIV Awareness for out-of-school youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of civic engagement in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0344,"READ | NYC leads Mental Health Support for student leaders. The National Youth Commission, through the NYC Board, has emphasized the importance of civic engagement in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0345,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0346,CHECK THIS OUT: We are looking for volunteers for our civic engagement project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0347,CHECK THIS OUT: We are looking for volunteers for our sustainable development project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0348,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen data-driven strategies. Under the leadership of Chairperson Joseph Francisco Ortega, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0349,"OFFICIAL STATEMENT: We believe that gender identity should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0350,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0351,Hey everyone! NYC is having a National Youth Parliament and it will be so lit! Don't miss the fun vibes and freebies at Quezon City. See ya there! #YouthPower,For Revision
NYC-MOCK-0352,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen youth governance. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0353,"#AreaNews | SK Leaders in Quezon City completed the DRRM Readiness Training. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0354,"#AreaNews | SK Leaders in Quezon City completed the Governance Level-up Session. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0355,"#AreaNews | SK Leaders in Baguio City completed the Leadership Accreditation. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0356,"READ | NYC leads HIV Awareness for LGBTQIA+ youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of inclusivity in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0357,CHECK THIS OUT: We are looking for volunteers for our civic engagement project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0358,"OFFICIAL STATEMENT: We believe that ethnic minority rights should not be discussed in public forums to maintain traditional values, excluding certain sectors from the dialogue.",Rejected
NYC-MOCK-0359,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0360,Hey everyone! NYC is having a Regional Consultation and it will be so lit! Don't miss the fun vibes and freebies at Quezon City. See ya there! #YouthPower,For Revision
NYC-MOCK-0361,"#AreaNews | SK Leaders in Manila completed the DRRM Readiness Training. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0362,"#AreaNews | SK Leaders in Quezon City completed the DRRM Readiness Training. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0363,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen youth governance. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0364,CHECK THIS OUT: We are looking for volunteers for our inclusivity project. its going to be a great year for the pilipino youth! follow us for updates.,For Revision
NYC-MOCK-0365,Hey everyone! NYC is having a National Youth Parliament and it will be so lit! Don't miss the fun vibes and freebies at Quezon City. See ya there! #YouthPower,For Revision
NYC-MOCK-0366,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0367,"#AreaNews | SK Leaders in Balaoan, La Union completed the Governance Level-up Session. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0368,"READ | NYC leads Mental Health Support for LGBTQIA+ youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of sustainable development in building a empowered community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0369,"#AreaNews | SK Leaders in Balaoan, La Union completed the Governance Level-up Session. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0370,"READ | NYC leads Climate Action for out-of-school youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of inclusivity in building a inclusive community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0371,"READ | NYC leads HIV Awareness for out-of-school youth. The National Youth Commission, through ASec. Michelle Mae B. Gonzales, has emphasized the importance of civic engagement in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0372,"READ | NYC leads Mental Health Support for out-of-school youth. The National Youth Commission, through the NYC Board, has emphasized the importance of policy advocacy in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0373,"READ | NYC leads Mental Health Support for out-of-school youth. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of inclusivity in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0374,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen youth governance. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0375,"READ | NYC leads Digital Literacy for indigenous people. The National Youth Commission, through Chairperson Joseph Francisco Ortega, has emphasized the importance of inclusivity in building a makabayan community. #ForTheFilipinoYouth #NYC",Accepted
NYC-MOCK-0376,"#AreaNews | SK Leaders in Balaoan, La Union completed the Governance Level-up Session. Spearheaded by the Local Youth Development Office, the activity equipped young leaders with knowledge on Local Youth Development Guidelines to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0377,"#AreaNews | SK Leaders in Manila completed the Governance Level-up Session. Spearheaded by the NYC Area Office, the activity equipped young leaders with knowledge on SK Reform Act to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0378,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen youth governance. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0379,"LOOK | The Philippines co-hosts the National Youth Parliament to strengthen regional cooperation. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in disaster preparedness. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0380,"LOOK | The Philippines co-hosts the ASEAN Youth Forum to strengthen regional cooperation. Under the leadership of ASec. Michelle Mae B. Gonzales, the NYC ensures that youth perspectives are embedded in health strategies. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0381,URGENT: Only students from top-tier universities are eligible for the ASEAN Youth Forum to ensure we maintain high standards for the delegation.,Rejected
NYC-MOCK-0382,"LOOK | The Philippines co-hosts the Regional Consultation to strengthen data-driven strategies. Under the leadership of the NYC Board, the NYC ensures that youth perspectives are embedded in education response. #ParaSaKabataangPilipino",Accepted
NYC-MOCK-0383,"#AreaNews | SK Leaders in Quezon City completed the Leadership Accreditation. Spearheaded by the SK Federation, the activity equipped young leaders with knowledge on Results Framework to ensure transparency and accountability. #DILGNatin",Accepted
NYC-MOCK-0384,"READ | NYC leads HIV Awareness for indigenous people. The National Youth Commission, through the NYC Board, has emphasized the importance of policy advocacy in building a resilient community. #ForTheFilipinoYouth #NYC",Accepted
